Tornado Number per Year,Year,Month,Day,Date,Time,TimeZone,State,State FIPS Number,Number of Tornado per State per Year,Magnitude,Injuries,Fatalities,Property Loss ($),Crop Loss (millions $),Starting Latitude,Starting Longitude,Ending Latitude,Ending Longitude,Length (miles),Width (yards),fc
225,1995,5,1,5/1/95,18:25:00,3,SC,45,11,0,0,0,5,0,35.08,-81.63,35.12,-81.5,9,50,0
226,1995,5,1,5/1/95,19:03:00,3,SC,45,12,0,0,0,5,0,35,-81.23,0,0,1,50,0
224,1995,5,1,5/1/95,19:45:00,3,CA,6,3,0,0,0,0,0,36.78,-119.73,0,0,0.1,10,0
227,1995,5,1,5/1/95,21:05:00,3,SC,45,13,0,0,0,3,0,34.75,-81.37,0,0,0.2,20,0
228,1995,5,4,5/4/95,18:30:00,3,ID,16,3,0,0,0,3,0,42.57,-113.75,0,0,0.1,10,0
229,1995,5,5,5/5/95,10:10:00,3,TX,48,57,1,0,0,3,0,32.3,-102.05,0,0,1,50,0
230,1995,5,5,5/5/95,15:00:00,3,ID,16,4,0,0,0,3,0,42.17,-111.77,42.27,-111.65,0.1,10,0
231,1995,5,6,5/6/95,9:15:00,3,CO,8,2,0,0,0,0,0,40.67,-105.08,0,0,0.1,50,0
232,1995,5,7,5/7/95,0:40:00,3,TX,48,58,2,12,1,5,0,34.98,-102,35.17,-101.87,12,200,0
233,1995,5,7,5/7/95,7:05:00,3,TX,48,59,0,0,0,0,0,36.17,-101.18,0,0,0.2,23,0
234,1995,5,7,5/7/95,12:05:00,3,TX,48,60,0,0,0,0,0,33.6,-98.47,0,0,0.1,23,0
235,1995,5,7,5/7/95,14:17:00,3,TX,48,61,0,0,0,0,0,33.2,-98,0,0,0.1,10,0
236,1995,5,7,5/7/95,14:25:00,3,TX,48,62,0,0,0,4,0,33.22,-97.87,0,0,0.5,100,0
237,1995,5,7,5/7/95,14:56:00,3,OK,40,25,0,0,0,0,0,34.77,-99.65,0,0,0.2,73,0
238,1995,5,7,5/7/95,15:00:00,3,OK,40,26,1,0,0,0,0,34.5,-97.12,0,0,2,100,0
239,1995,5,7,5/7/95,15:10:00,3,OK,40,27,1,0,0,4,0,34.67,-97.1,34.7,-97,6,200,0
240,1995,5,7,5/7/95,15:10:00,3,TX,48,63,3,11,2,6,0,33.52,-97.53,33.8,-97.43,26,880,0
241,1995,5,7,5/7/95,15:20:00,3,TX,48,64,3,6,3,8,0,33.8,-97.43,34.2,-97.17,34.1,880,0
242,1995,5,7,5/7/95,15:20:00,3,OK,40,28,1,0,0,3,0,34.4,-96.83,0,0,0.2,50,0
244,1995,5,7,5/7/95,15:45:00,3,OK,40,30,0,0,0,0,0,34.95,-96.52,0,0,0.2,73,0
245,1995,5,7,5/7/95,15:55:00,3,OK,40,31,0,0,0,3,0,35,-96.4,0,0,1,30,0
246,1995,5,7,5/7/95,16:08:00,3,OK,40,32,2,0,0,4,0,35.1,-96.38,35.2,-96.25,6,50,0
247,1995,5,7,5/7/95,16:25:00,3,TX,48,65,1,0,0,0,0,30.4,-95.28,30.53,-95.22,8,50,0
248,1995,5,7,5/7/95,16:29:00,3,OK,40,33,1,0,0,5,0,34.35,-97.07,34.4,-97.05,3,200,0
249,1995,5,7,5/7/95,16:38:00,3,OK,40,34,0,0,0,4,0,35.42,-96.25,0,0,0.1,30,0
243,1995,5,7,5/7/95,16:39:00,3,CO,8,3,0,0,0,0,0,40.07,-104.3,0,0,0.5,10,0
250,1995,5,7,5/7/95,16:45:00,3,MO,29,4,1,0,0,4,0,37.4,-94.6,37.48,-94.6,5,100,0
251,1995,5,7,5/7/95,16:52:00,3,TX,48,66,1,0,0,5,0,31.83,-99.43,0,0,0.1,10,0
252,1995,5,7,5/7/95,16:53:00,3,OK,40,35,1,0,0,4,0,34.52,-96.97,0,0,0.1,20,0
253,1995,5,7,5/7/95,17:00:00,3,TX,48,67,0,0,0,4,0,31.4,-99.63,0,0,0.2,20,0
254,1995,5,7,5/7/95,17:22:00,3,TX,48,68,0,0,0,5,0,32,-99.22,0,0,0.1,10,0
255,1995,5,7,5/7/95,18:30:00,3,TX,48,69,0,0,0,3,0,31.88,-99.15,0,0,0.1,10,0
256,1995,5,7,5/7/95,18:30:00,3,TX,48,70,0,0,0,4,0,32.1,-98.97,32.22,-98.68,18,10,0
257,1995,5,7,5/7/95,19:00:00,3,TX,48,71,1,0,0,5,0,32.05,-99.02,32.08,-98.93,5,10,0
258,1995,5,7,5/7/95,19:41:00,3,TX,48,72,2,2,0,4,0,30,-99.75,0,0,2,300,0
259,1995,5,7,5/7/95,20:10:00,3,TX,48,73,0,0,0,0,0,30.17,-99.37,0,0,0.1,10,0
260,1995,5,7,5/7/95,20:20:00,3,TX,48,74,0,0,0,4,0,32.12,-98.07,0,0,0.1,10,0
261,1995,5,7,5/7/95,20:36:00,3,TX,48,75,1,5,0,3,0,29.98,-99.75,0,0,0.1,10,0
262,1995,5,7,5/7/95,20:36:00,3,TX,48,76,2,2,0,4,0,30.22,-99.32,0,0,2,400,0
263,1995,5,7,5/7/95,21:15:00,3,TX,48,77,1,4,0,6,0,32.83,-97.25,32.93,-97.08,10,300,0
264,1995,5,7,5/7/95,22:50:00,3,MO,29,5,1,0,0,4,0,37.9,-93.57,0,0,0.4,50,0
265,1995,5,8,5/8/95,13:15:00,3,MS,28,28,1,0,0,5,0,31.12,-90.95,31.33,-90.7,15,33,0
266,1995,5,8,5/8/95,15:00:00,3,CO,8,4,0,0,0,0,0,40.62,-102.47,0,0,0.1,10,0
267,1995,5,8,5/8/95,15:19:00,3,MS,28,29,2,0,0,5,0,32.25,-89.78,32.35,-89.7,7,440,0
268,1995,5,8,5/8/95,19:15:00,3,NE,31,1,1,0,0,4,0,40.42,-96.37,0,0,0.8,250,0
269,1995,5,8,5/8/95,19:22:00,3,NE,31,2,2,0,0,5,0,40.37,-95.88,0,0,1.5,400,0
270,1995,5,8,5/8/95,19:24:00,3,NE,31,3,0,0,0,0,0,40.33,-96.42,0,0,0.1,10,0
271,1995,5,8,5/8/95,19:30:00,3,NE,31,4,0,0,0,4,0,40.45,-96.38,40.52,-96.33,4,150,0
272,1995,5,8,5/8/95,19:30:00,3,NE,31,5,0,0,0,0,0,40.4,-95.65,0,0,0.1,10,0
273,1995,5,8,5/8/95,19:42:00,3,NE,31,6,1,0,0,5,0,40.47,-95.83,0,0,1,200,0
274,1995,5,8,5/8/95,19:45:00,3,NE,31,7,0,0,0,0,0,40.48,-95.8,0,0,0.1,10,0
275,1995,5,8,5/8/95,19:46:00,3,NE,31,8,0,0,0,0,0,40.53,-95.85,0,0,0.1,10,0
276,1995,5,8,5/8/95,20:58:00,3,IA,19,1,0,0,0,0,0,40.6,-95.65,0,0,0.1,10,0
277,1995,5,8,5/8/95,21:30:00,3,LA,22,37,2,0,0,5,0,29.95,-90,0,0,0.8,40,0
278,1995,5,8,5/8/95,21:33:00,3,NE,31,9,0,0,0,0,0,40.92,-96.18,0,0,0.1,10,0
279,1995,5,8,5/8/95,21:34:00,3,NE,31,10,0,0,0,0,0,40.87,-96.27,0,0,0.1,10,0
280,1995,5,8,5/8/95,21:45:00,3,NE,31,11,0,0,0,0,0,40.88,-96.42,0,0,0.1,10,0
281,1995,5,8,5/8/95,21:46:00,3,NE,31,12,0,0,0,0,0,40.87,-96.43,0,0,0.1,10,0
282,1995,5,8,5/8/95,21:46:00,3,NE,31,13,0,0,0,0,0,40.93,-96.38,0,0,0.1,10,0
283,1995,5,8,5/8/95,22:33:00,3,LA,22,38,1,0,0,6,0,30.27,-89.78,0,0,2,30,0
284,1995,5,9,5/9/95,9:15:00,3,MS,28,30,1,0,0,0,0,30.58,-88.5,0,0,1,30,0
285,1995,5,9,5/9/95,10:05:00,3,AL,1,14,0,0,0,3,0,30.78,-88.18,0,0,0.1,50,0
286,1995,5,9,5/9/95,13:30:00,3,AL,1,15,0,0,0,4,0,31.32,-86.32,0,0,2,100,0
287,1995,5,9,5/9/95,14:43:00,3,IA,19,2,0,0,0,3,0,41.42,-91.07,0,0,0.5,40,0
288,1995,5,9,5/9/95,15:06:00,3,IA,19,3,0,0,0,4,0,41.42,-91.05,0,0,0.2,23,0
289,1995,5,9,5/9/95,15:07:00,3,IA,19,4,0,0,0,4,0,41.53,-91.02,0,0,0.5,40,0
290,1995,5,9,5/9/95,15:11:00,3,IA,19,5,2,0,0,5,0,41.82,-91.32,41.9,-91.27,7,100,0
291,1995,5,9,5/9/95,15:29:00,3,IA,19,6,0,0,0,3,0,41.53,-90.82,0,0,0.2,30,0
292,1995,5,9,5/9/95,15:50:00,3,IA,19,7,0,0,0,3,0,41.58,-90.83,0,0,0.2,23,0
293,1995,5,9,5/9/95,15:55:00,3,IA,19,8,3,0,0,6,0,41.58,-90.87,41.72,-90.88,10,73,0
294,1995,5,9,5/9/95,16:01:00,3,IL,17,2,0,0,0,0,0,39.73,-90.05,0,0,0.1,10,0
295,1995,5,9,5/9/95,16:05:00,3,IL,17,3,0,0,0,0,0,39.85,-90.03,0,0,0.1,10,0
296,1995,5,9,5/9/95,16:17:00,3,IL,17,4,1,0,0,5,0,41.65,-90.32,41.6,-90.28,3,50,0
9999,1995,5,9,5/9/95,16:17:00,3,IA,19,0,1,0,0,3,0,41.61,-90.42,41.61,-90.38,3,50,0
297,1995,5,9,5/9/95,16:22:00,3,IL,17,5,3,6,0,7,0,39.88,-89.73,40.22,-89.12,50,880,0
298,1995,5,9,5/9/95,16:25:00,3,IL,17,6,0,0,0,5,0,41.37,-89.58,41.37,-89.47,5,73,0
299,1995,5,9,5/9/95,16:35:00,3,IL,17,7,0,0,0,0,0,40.5,-90.25,0,0,0.1,10,0
300,1995,5,9,5/9/95,16:40:00,3,IA,19,9,0,0,0,4,0,41.6,-90.28,0,0,0.2,30,0
301,1995,5,9,5/9/95,16:40:00,3,IA,19,10,0,0,0,4,0,41.65,-90.35,0,0,0.2,30,0
302,1995,5,9,5/9/95,16:40:00,3,IA,19,11,0,0,0,3,0,41.7,-90.68,0,0,0.2,30,0
303,1995,5,9,5/9/95,16:45:00,3,IA,19,12,1,0,0,4,0,41.68,-90.6,0,0,0.5,40,0
304,1995,5,9,5/9/95,16:48:00,3,IL,17,8,0,0,0,0,0,40.53,-90.08,40.57,-90.03,3,220,0
305,1995,5,9,5/9/95,17:00:00,3,IL,17,9,0,0,0,4,0,41.47,-90.15,0,0,0.1,73,0
306,1995,5,9,5/9/95,17:01:00,3,IL,17,10,3,0,0,6,0,41.3,-89.8,41.57,-89.57,22,300,0
307,1995,5,9,5/9/95,17:04:00,3,IL,17,11,1,2,0,6,0,40.47,-89.7,40.52,-89.63,4,220,0
308,1995,5,9,5/9/95,17:25:00,3,IL,17,12,0,0,0,0,0,41.72,-89.55,0,0,0.5,50,0
309,1995,5,9,5/9/95,17:38:00,3,IL,17,13,0,0,0,0,0,39.05,-89.57,0,0,0.2,40,0
310,1995,5,9,5/9/95,17:45:00,3,IL,17,14,0,0,0,0,0,41.65,-89.7,0,0,1,73,0
311,1995,5,9,5/9/95,18:00:00,3,IL,17,15,0,0,0,0,0,39.2,-89.4,0,0,0.2,40,0
312,1995,5,9,5/9/95,18:10:00,3,IL,17,16,1,0,0,5,0,40.25,-88.97,40.35,-88.77,13,220,0
313,1995,5,9,5/9/95,18:15:00,3,IL,17,17,1,0,0,4,0,39.3,-89.2,0,0,0.7,70,0
314,1995,5,9,5/9/95,18:40:00,3,AL,1,16,0,1,0,4,0,33.63,-86.08,0,0,1,200,0
315,1995,5,9,5/9/95,18:56:00,3,IL,17,18,1,0,0,0,0,39.27,-89.08,0,0,0.1,10,0
316,1995,5,9,5/9/95,19:07:00,3,IL,17,19,0,0,0,0,0,40.4,-88.57,0,0,2,220,0
317,1995,5,9,5/9/95,19:13:00,3,IL,17,20,1,0,0,5,0,40.45,-88.55,40.5,-88.52,3,220,0
318,1995,5,9,5/9/95,19:30:00,3,IL,17,21,0,0,0,0,0,39.27,-88.97,0,0,1,220,0
319,1995,5,9,5/9/95,19:40:00,3,MS,28,31,1,0,0,0,0,30.43,-88.82,0,0,0.2,23,0
320,1995,5,9,5/9/95,20:00:00,3,IL,17,22,1,0,0,4,0,40.65,-88.13,40.72,-88.07,5,40,0
321,1995,5,9,5/9/95,22:40:00,3,MS,28,32,0,0,0,0,0,30.25,-89.45,0,0,0.3,23,0
322,1995,5,10,5/10/95,0:40:00,3,AL,1,17,0,0,0,0,0,30.5,-88.35,0,0,0.1,50,0
323,1995,5,10,5/10/95,13:07:00,3,IL,17,23,0,0,0,0,0,41.17,-87.67,0,0,0.5,10,0
325,1995,5,10,5/10/95,15:00:00,3,KY,21,1,1,0,0,4,0,37.18,-84.68,0,0,1,400,0
324,1995,5,10,5/10/95,16:00:00,3,TN,47,11,0,1,0,5,0,35.2,-85.53,0,0,1,20,0
326,1995,5,10,5/10/95,16:05:00,3,KY,21,2,0,0,0,0,0,36.77,-83.7,0,0,0.1,10,0
327,1995,5,10,5/10/95,20:50:00,3,TX,48,78,2,22,0,5,0,29.38,-100.93,0,0,0.5,200,0
328,1995,5,10,5/10/95,21:20:00,3,TX,48,79,1,0,0,4,0,29.37,-100.9,0,0,0.1,10,0
329,1995,5,10,5/10/95,21:25:00,3,TN,47,12,1,0,0,0,0,35.42,-84.62,0,0,3,200,0
330,1995,5,11,5/11/95,13:45:00,3,MT,30,1,0,0,0,0,0,45.13,-107.1,0,0,0.1,10,0
331,1995,5,11,5/11/95,14:30:00,3,WY,56,1,0,0,0,0,0,44.97,-107.23,0,0,0.1,23,0
333,1995,5,11,5/11/95,15:57:00,3,NC,37,7,1,0,0,5,0,36.12,-76.95,0,0,0.1,10,0
334,1995,5,11,5/11/95,17:26:00,3,NC,37,8,0,0,0,0,0,35.63,-79.77,0,0,1,33,0
332,1995,5,11,5/11/95,17:30:00,3,OR,41,2,0,0,0,0,0,44.78,-117.82,0,0,0.1,10,0
335,1995,5,11,5/11/95,23:30:00,3,FL,12,16,0,0,0,4,0,29.37,-82.2,0,0,0.1,10,0
336,1995,5,12,5/12/95,12:00:00,3,LA,22,39,1,1,0,0,0,29.7,-91.2,0,0,0.5,23,0
337,1995,5,12,5/12/95,14:12:00,3,KS,20,4,0,0,0,0,0,39.43,-101.07,0,0,0.1,50,0
338,1995,5,12,5/12/95,14:15:00,3,KS,20,5,2,1,0,6,0,39.42,-101.05,39.37,-100.7,18,1500,0
339,1995,5,12,5/12/95,15:35:00,3,FL,12,17,0,0,0,4,0,29.62,-82.82,29.68,-82.75,5,10,0
340,1995,5,12,5/12/95,15:45:00,3,KS,20,6,2,0,0,0,0,39.37,-100.28,0,0,0.8,200,0
341,1995,5,12,5/12/95,15:50:00,3,KS,20,7,1,0,0,0,0,39.35,-100.15,0,0,0.2,50,0
342,1995,5,12,5/12/95,17:20:00,3,KS,20,8,0,0,0,0,0,39.12,-99.32,0,0,0.1,50,0
343,1995,5,12,5/12/95,17:24:00,3,KS,20,9,0,0,0,0,0,39.2,-99.18,0,0,0.1,23,0
344,1995,5,12,5/12/95,17:45:00,3,KS,20,10,0,0,0,0,0,39.2,-99.3,0,0,0.1,23,0
345,1995,5,12,5/12/95,18:18:00,3,KS,20,11,1,0,0,0,0,39.05,-98.62,39.05,-98.53,4,50,0
346,1995,5,12,5/12/95,18:30:00,3,KS,20,12,1,0,0,0,0,39.1,-98.38,0,0,1,50,0
347,1995,5,12,5/12/95,19:50:00,3,CO,8,5,0,0,0,0,0,39.48,-104.77,0,0,0.2,50,0
348,1995,5,12,5/12/95,20:01:00,3,KS,20,13,0,0,0,0,0,39.02,-97.57,39.03,-97.53,3,80,0
349,1995,5,13,5/13/95,13:00:00,3,CA,6,4,0,0,0,5,0,35.98,-119.12,0,0,2.5,10,0
350,1995,5,13,5/13/95,14:20:00,3,MO,29,6,2,3,0,6,0,40.47,-92.02,40.5,-91.82,8,200,0
351,1995,5,13,5/13/95,15:15:00,3,CA,6,5,0,0,0,4,0,36.7,-120.03,0,0,1,33,0
9999,1995,5,13,5/13/95,15:18:00,3,IL,17,0,4,7,0,7,0,40.58,-91.31,40.74,-90.44,50,1000,0
352,1995,5,13,5/13/95,16:18:00,3,IL,17,24,2,2,0,6,0,40.73,-90.38,40.82,-90.15,14,880,0
353,1995,5,13,5/13/95,16:55:00,3,IL,17,25,4,45,0,7,0,40.37,-90.3,40.42,-90.12,7,880,0
354,1995,5,13,5/13/95,17:15:00,3,IL,17,26,3,25,0,6,0,40.42,-89.93,40.52,-89.48,25,880,0
355,1995,5,13,5/13/95,17:15:00,3,IL,17,27,1,0,0,0,0,40.93,-89.77,40.93,-89.63,7,220,0
356,1995,5,13,5/13/95,17:44:00,3,IL,17,28,0,0,0,0,0,40.92,-89.67,0,0,0.1,10,0
357,1995,5,13,5/13/95,18:10:00,3,IL,17,29,0,0,0,0,0,40.62,-89.22,0,0,0.1,10,0
358,1995,5,13,5/13/95,18:15:00,3,IL,17,30,0,0,0,5,0,40.57,-89.15,0,0,0.1,10,0
359,1995,5,13,5/13/95,18:50:00,3,IL,17,31,1,0,0,6,0,40.35,-88.72,40.35,-88.63,4,220,0
360,1995,5,13,5/13/95,18:58:00,3,AR,5,10,0,0,0,0,0,36.32,-94.55,0,0,0.1,10,0
361,1995,5,13,5/13/95,19:46:00,3,AR,5,11,0,0,0,0,0,36.33,-94.15,0,0,0.1,30,0
362,1995,5,13,5/13/95,20:25:00,3,IL,17,32,0,0,0,3,0,40.97,-87.72,0,0,1,30,0
364,1995,5,13,5/13/95,21:13:00,3,IN,18,1,1,0,0,5,0,40.87,-86.37,0,0,2.8,40,0
365,1995,5,13,5/13/95,21:24:00,3,IN,18,2,1,1,0,5,0,40.82,-86.12,0,0,1.5,70,0
363,1995,5,13,5/13/95,21:57:00,3,AR,5,12,0,0,0,0,0,36.02,-93.92,0,0,0.1,30,0
366,1995,5,13,5/13/95,21:58:00,3,IN,18,3,2,10,3,6,0,39.98,-86.9,39.97,-86.57,14,250,0
368,1995,5,13,5/13/95,22:25:00,3,IN,18,4,0,0,0,3,0,40.35,-86.13,0,0,0.1,40,0
370,1995,5,13,5/13/95,22:35:00,3,KY,21,4,2,0,0,3,0,37.83,-85.8,37.97,-85.55,15,200,0
369,1995,5,13,5/13/95,22:47:00,3,IN,18,5,2,0,0,5,0,39.77,-86.17,39.85,-86.07,6.5,400,0
371,1995,5,13,5/13/95,22:48:00,3,KY,21,5,1,0,0,0,0,37.9,-85.97,0,0,0.5,200,0
367,1995,5,13,5/13/95,23:15:00,3,KY,21,3,2,0,0,5,0,37.18,-88.13,37.2,-87.98,8,73,0
372,1995,5,13,5/13/95,23:25:00,3,KY,21,6,1,0,0,0,0,37.67,-85.95,0,0,0.5,200,0
373,1995,5,13,5/13/95,23:55:00,3,KY,21,7,0,0,0,0,0,37.92,-84.87,0,0,0.5,200,0
374,1995,5,14,5/14/95,0:00:00,3,KY,21,8,0,0,0,0,0,38.2,-84.85,0,0,0.5,200,0
375,1995,5,14,5/14/95,3:55:00,3,TN,47,13,0,0,0,4,0,36.13,-85.53,0,0,0.5,20,0
376,1995,5,14,5/14/95,17:38:00,3,TX,48,80,0,0,0,4,0,31.67,-100.75,0,0,0.2,30,0
377,1995,5,14,5/14/95,18:33:00,3,TX,48,81,0,0,0,4,0,31.52,-100.08,0,0,0.2,30,0
378,1995,5,14,5/14/95,18:44:00,3,TX,48,82,3,0,0,5,0,31.47,-100.15,31.4,-100.12,5,100,0
379,1995,5,14,5/14/95,19:10:00,3,TX,48,83,1,0,0,5,0,31.33,-100.18,0,0,0.5,50,0
380,1995,5,14,5/14/95,19:14:00,3,TX,48,84,1,0,0,5,0,31.45,-100.3,0,0,0.4,50,0
381,1995,5,14,5/14/95,19:22:00,3,TX,48,85,0,0,0,4,0,31.4,-100.08,0,0,0.2,30,0
382,1995,5,14,5/14/95,20:15:00,3,KY,21,9,1,0,0,4,0,37.23,-85.63,0,0,1,300,0
383,1995,5,15,5/15/95,9:45:00,3,TN,47,14,0,0,0,3,0,35.13,-90.02,0,0,0.5,23,0
384,1995,5,15,5/15/95,10:05:00,3,MS,28,33,0,0,0,4,0,34.62,-89.18,0,0,0.2,20,0
385,1995,5,15,5/15/95,13:53:00,3,SC,45,14,0,0,0,0,0,34.38,-81.75,0,0,0.1,30,0
387,1995,5,15,5/15/95,16:00:00,3,SC,45,15,0,0,0,3,0,33.32,-80.17,0,0,0.2,30,0
388,1995,5,15,5/15/95,16:38:00,3,GA,13,2,1,0,0,4,0,32.43,-82.92,0,0,1,123,0
389,1995,5,15,5/15/95,17:39:00,3,TX,48,86,1,0,0,0,0,31.93,-103.18,0,0,0.8,80,0
386,1995,5,15,5/15/95,17:45:00,3,CO,8,6,0,0,0,0,0,38.45,-102.27,0,0,1,50,0
393,1995,5,15,5/15/95,18:08:00,3,KS,20,16,0,0,0,0,0,38.08,-101.43,0,0,0.2,50,0
390,1995,5,15,5/15/95,18:20:00,3,TX,48,87,0,0,0,0,0,34.22,-100.97,0,0,0.1,10,0
391,1995,5,15,5/15/95,18:24:00,3,KS,20,14,0,0,0,0,0,38.37,-101.97,0,0,0.1,20,0
394,1995,5,15,5/15/95,18:30:00,3,KS,20,17,1,0,0,5,0,37.88,-101.13,0,0,1,100,0
392,1995,5,15,5/15/95,18:35:00,3,KS,20,15,0,0,0,0,0,38.25,-101.75,0,0,0.1,20,0
395,1995,5,15,5/15/95,19:52:00,3,TX,48,88,0,0,0,0,0,31.67,-102.65,0,0,0.2,40,0
396,1995,5,15,5/15/95,20:15:00,3,KS,20,18,2,0,0,5,0,37.97,-100.62,37.95,-100.57,3,300,0
397,1995,5,15,5/15/95,20:20:00,3,KS,20,19,3,3,0,5,0,37.97,-100.62,37.97,-100.52,6,900,0
398,1995,5,16,5/16/95,15:40:00,3,NE,31,14,0,0,0,4,0,40.32,-97.28,0,0,2,100,0
401,1995,5,16,5/16/95,16:16:00,3,KS,20,20,3,0,0,5,0,37.88,-100.9,38.02,-100.87,10,800,0
399,1995,5,16,5/16/95,16:25:00,3,NE,31,15,0,0,0,3,0,40.27,-96.85,0,0,0.1,10,0
400,1995,5,16,5/16/95,16:30:00,3,NE,31,16,0,0,0,0,0,40.13,-96.67,0,0,0.1,10,0
402,1995,5,16,5/16/95,16:40:00,3,KS,20,21,0,0,0,0,0,37.9,-100.7,37.93,-100.65,2,100,0
403,1995,5,16,5/16/95,16:50:00,3,KS,20,22,0,0,0,0,0,37.97,-100.68,37.93,-100.65,1,500,0
408,1995,5,16,5/16/95,18:39:00,3,KS,20,27,2,0,0,0,0,38.1,-99.73,0,0,2.5,200,0
409,1995,5,16,5/16/95,18:46:00,3,KS,20,28,3,0,0,0,0,38.08,-99.63,38.17,-99.6,7,1000,0
404,1995,5,16,5/16/95,18:49:00,3,KS,20,23,0,0,0,0,0,38.08,-100.13,0,0,2,100,0
405,1995,5,16,5/16/95,18:50:00,3,KS,20,24,0,0,0,0,0,38.08,-99.98,0,0,0.1,30,0
411,1995,5,16,5/16/95,18:57:00,3,KS,20,29,0,0,0,0,0,38.17,-99.63,0,0,0.1,100,0
406,1995,5,16,5/16/95,19:12:00,3,KS,20,25,0,0,0,0,0,38.12,-99.9,0,0,1.5,100,0
407,1995,5,16,5/16/95,19:15:00,3,KS,20,26,0,0,0,4,0,38.73,-95.97,0,0,0.5,50,0
410,1995,5,16,5/16/95,19:50:00,3,CO,8,7,1,0,0,3,0,38.7,-102.87,0,0,0.2,30,0
412,1995,5,16,5/16/95,20:30:00,3,KS,20,30,1,0,0,6,0,38.77,-95.25,38.67,-95.07,10,100,0
413,1995,5,16,5/16/95,20:50:00,3,KS,20,31,1,2,0,4,0,38.75,-95.03,0,0,1,60,0
415,1995,5,16,5/16/95,21:40:00,3,KS,20,32,0,0,0,0,0,39.32,-101.52,0,0,0.2,20,0
416,1995,5,16,5/16/95,21:45:00,3,KS,20,33,0,0,0,0,0,38.6,-101.58,0,0,0.1,20,0
414,1995,5,16,5/16/95,21:58:00,3,CO,8,8,0,0,0,0,0,38.13,-102.85,0,0,1,73,0
417,1995,5,16,5/16/95,22:31:00,3,KS,20,34,0,0,0,0,0,38.5,-101.78,0,0,0.1,20,0
418,1995,5,16,5/16/95,23:45:00,3,KS,20,35,1,5,0,5,0,38.45,-95,38.47,-94.83,8,73,0
419,1995,5,17,5/17/95,0:10:00,3,MO,29,7,1,0,0,4,0,38.4,-94.5,38.4,-94.43,5,73,0
420,1995,5,17,5/17/95,0:20:00,3,KS,20,36,0,0,0,0,0,38.23,-100.53,0,0,2,10,0
421,1995,5,17,5/17/95,0:55:00,3,TX,48,89,1,0,0,5,0,34.4,-102.57,0,0,0.3,73,0
422,1995,5,17,5/17/95,2:21:00,3,KS,20,37,0,0,0,5,0,39.1,-95.87,0,0,0.5,50,0
423,1995,5,17,5/17/95,8:34:00,3,MO,29,8,3,9,0,7,0,37.83,-94.47,37.88,-94.18,14,400,0
424,1995,5,17,5/17/95,9:45:00,3,MO,29,9,0,0,0,0,0,38.12,-93.27,0,0,0.5,50,0
425,1995,5,17,5/17/95,13:05:00,3,TX,48,90,0,0,0,0,0,36.4,-100.6,36.6,-100.7,3,73,0
426,1995,5,17,5/17/95,14:16:00,3,OK,40,36,0,0,0,0,0,36.77,-100.43,0,0,2,100,0
427,1995,5,17,5/17/95,15:52:00,3,OK,40,37,2,0,0,4,0,36.47,-98.57,36.53,-98.35,12,400,0
428,1995,5,18,5/18/95,2:30:00,3,TX,48,91,0,0,0,5,0,30.88,-96.25,0,0,1,100,0
429,1995,5,18,5/18/95,3:35:00,3,KY,21,10,2,8,0,6,0,37.82,-84.93,0,0,1,200,0
430,1995,5,18,5/18/95,3:35:00,3,KY,21,11,2,0,0,6,0,37.92,-84.87,0,0,1,200,0
431,1995,5,18,5/18/95,6:45:00,3,KY,21,12,2,0,0,0,0,38.18,-83.52,0,0,2,200,0
432,1995,5,18,5/18/95,7:00:00,3,TX,48,92,0,0,0,4,0,30.05,-95,0,0,1,50,0
433,1995,5,18,5/18/95,7:08:00,3,TX,48,93,0,0,0,4,0,30.05,-94.93,0,0,1,73,0
434,1995,5,18,5/18/95,7:20:00,3,TX,48,94,1,12,0,5,0,30.07,-94.8,30.13,-94.72,6.5,500,0
435,1995,5,18,5/18/95,7:40:00,3,TX,48,95,0,0,0,3,0,30.1,-94.65,0,0,0.2,20,0
436,1995,5,18,5/18/95,9:25:00,3,MO,29,10,1,2,0,4,0,37.73,-92.2,0,0,1,100,0
437,1995,5,18,5/18/95,10:58:00,3,TN,47,15,1,0,0,0,0,36.12,-87.22,0,0,1,50,0
438,1995,5,18,5/18/95,11:05:00,3,MO,29,11,2,3,0,5,0,38.17,-90.48,38.25,-90.38,7.2,150,0
451,1995,5,18,5/18/95,11:22:00,3,DC,11,1,0,0,0,4,0,38.88,-77.05,0,0,0.5,50,0
439,1995,5,18,5/18/95,11:30:00,3,TN,47,16,2,28,0,6,0,36.3,-86.72,36.4,-86.45,15,73,0
440,1995,5,18,5/18/95,11:37:00,3,IL,17,33,1,0,0,5,0,38.33,-90.15,0,0,0.6,83,0
441,1995,5,18,5/18/95,11:40:00,3,IL,17,34,2,0,0,5,0,38.23,-90.28,38.3,-90.2,4,300,0
442,1995,5,18,5/18/95,11:42:00,3,IL,17,35,1,0,0,4,0,38.25,-90.18,38.32,-90.15,4.5,100,0
443,1995,5,18,5/18/95,11:44:00,3,IL,17,36,1,0,0,4,0,38.25,-90.18,38.32,-90.12,6,200,0
444,1995,5,18,5/18/95,11:46:00,3,IL,17,37,2,0,0,5,0,38.25,-90.13,38.28,-90.08,4.2,170,0
445,1995,5,18,5/18/95,11:46:00,3,IL,17,38,0,0,0,3,0,38.43,-90.05,0,0,0.4,73,0
